Country Name,Country Code,Time,Time Code,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e) [EN.GHG.CO2.MT.CE.AR5],"GDP per capita, PPP (constant 2021 international $) [NY.GDP.PCAP.PP.KD]","Population, total [SP.POP.TOTL]"
Saudi Arabia,SAU,1995,YR1995,217.1584,55364.8413748511,13289245
Saudi Arabia,SAU,1996,YR1996,230.5193,54954.1618290228,13831009
Saudi Arabia,SAU,1997,YR1997,233.214,54274.5149578394,14374943
Saudi Arabia,SAU,1998,YR1998,249.4998,53750.0407767981,14922185
Saudi Arabia,SAU,1999,YR1999,254.3143,51511.3676262524,15472075
Saudi Arabia,SAU,2000,YR2000,265.2369,51588.9107142657,16177722
Saudi Arabia,SAU,2001,YR2001,275.7872,49143.0906600658,17041397
Saudi Arabia,SAU,2002,YR2002,293.7196,46435.4814355242,17910910
Saudi Arabia,SAU,2003,YR2003,308.3232,48152.5974297199,18786767
Saudi Arabia,SAU,2004,YR2004,327.0152,49961.1670023582,19669480
Saudi Arabia,SAU,2005,YR2005,346.3795,50638.950583661,20559890
Saudi Arabia,SAU,2006,YR2006,366.739,50124.5210032995,21459144
Saudi Arabia,SAU,2007,YR2007,387.8751,49151.6561436367,22368313
Saudi Arabia,SAU,2008,YR2008,420.4884,50155.8340227897,23287877
Saudi Arabia,SAU,2009,YR2009,444.015,47715.748046775,24217654
Saudi Arabia,SAU,2010,YR2010,486.8717,50620.2920659869,23978487
Saudi Arabia,SAU,2011,YR2011,509.2094,53692.3010260633,25091867
Saudi Arabia,SAU,2012,YR2012,539.3369,54267.2132867903,26168861
Saudi Arabia,SAU,2013,YR2013,547.1904,52711.6862025813,27624004
Saudi Arabia,SAU,2014,YR2014,585.9209,53396.1524277413,28309273
Saudi Arabia,SAU,2015,YR2015,611.4405,52983.1377637453,29816382
Saudi Arabia,SAU,2016,YR2016,609.5011,51997.3426784269,30954198
Saudi Arabia,SAU,2017,YR2017,603.3205,52431.8392323081,30977355
Saudi Arabia,SAU,2018,YR2018,580.0356,55508.8730589126,30196281
Saudi Arabia,SAU,2019,YR2019,580.5173,56365.5085533134,30063799
Saudi Arabia,SAU,2020,YR2020,570.8923,51782.56865267,31552510
Saudi Arabia,SAU,2021,YR2021,584.5083,55768.2355201349,30784383
Saudi Arabia,SAU,2022,YR2022,605.2576,57351.8743866923,32175224
Saudi Arabia,SAU,2023,YR2023,622.9136,55055.3996823571,33264292
Senegal,SEN,1992,YR1992,2.6134,2874.00297966311,8168395
Senegal,SEN,1993,YR1993,2.5522,2834.02797281318,8396288
Senegal,SEN,1994,YR1994,2.6064,2757.86087513844,8624078
Senegal,SEN,1995,YR1995,2.7544,2835.03272874496,8848101
Senegal,SEN,1996,YR1996,2.9711,2822.46837323856,9067014
Senegal,SEN,1997,YR1997,3.2685,2840.60808859832,9283495
Senegal,SEN,1998,YR1998,3.6675,2938.69162551525,9502952
Senegal,SEN,1999,YR1999,4.0467,3050.17800998696,9730887
Senegal,SEN,2000,YR2000,3.9898,3093.28791602615,9968260
Senegal,SEN,2001,YR2001,4.513,3149.33113703503,10212942
Senegal,SEN,2002,YR2002,4.6821,3075.23157503112,10466214
Senegal,SEN,2003,YR2003,4.5434,3170.03494688479,10721176
Senegal,SEN,2004,YR2004,5.1766,3240.3020166984,10975704
Senegal,SEN,2005,YR2005,5.7483,3301.82076160815,11235472
Senegal,SEN,2006,YR2006,5.6142,3301.03152414193,11500094
Senegal,SEN,2007,YR2007,6.2189,3316.42037834774,11770344
Senegal,SEN,2008,YR2008,6.4436,3359.70567090311,12048959
Senegal,SEN,2009,YR2009,6.5922,3371.46166688616,12337389
Senegal,SEN,2010,YR2010,6.9774,3403.56707165919,12635413
Senegal,SEN,2011,YR2011,7.4782,3362.87940537332,12958897
Senegal,SEN,2012,YR2012,7.3632,3405.10864460824,13310495
Senegal,SEN,2013,YR2013,7.8401,3385.42590686562,13710849
Senegal,SEN,2014,YR2014,8.3821,3484.01219749797,14152102
Senegal,SEN,2015,YR2015,9.2176,3593.79477120389,14593331
Senegal,SEN,2016,YR2016,10.2962,3710.05531589724,15034521
Senegal,SEN,2017,YR2017,10.2027,3871.4514678592,15475002
Senegal,SEN,2018,YR2018,10.7352,3998.28635303406,15914498
Senegal,SEN,2019,YR2019,11.0284,4070.61227058594,16352922
Senegal,SEN,2020,YR2020,10.8143,4018.04129277358,16789219
Senegal,SEN,2021,YR2021,12.2234,4173.67741399619,17220867
Senegal,SEN,2022,YR2022,12.3576,4227.73341842106,17651103
Senegal,SEN,2023,YR2023,12.0239,4317.2263915953,18077573
Serbia,SRB,1992,YR1992,..,..,7604063
Serbia,SRB,1993,YR1993,..,..,7614328
Serbia,SRB,1994,YR1994,..,..,7622711
Serbia,SRB,1995,YR1995,..,9436.23580202373,7628264
Serbia,SRB,1996,YR1996,..,10025.9658853945,7622185
Serbia,SRB,1997,YR1997,..,10955.5952777754,7598538
Serbia,SRB,1998,YR1998,..,11587.8732710725,7567745
Serbia,SRB,1999,YR1999,..,10429.0491289069,7540401
Serbia,SRB,2000,YR2000,..,11095.9353583944,7516346
Serbia,SRB,2001,YR2001,..,11868.4653481303,7503433
Serbia,SRB,2002,YR2002,..,12650.523038606,7500031
Serbia,SRB,2003,YR2003,..,13261.72185179,7480591
Serbia,SRB,2004,YR2004,..,14181.5667047848,7463157
Serbia,SRB,2005,YR2005,..,15063.9641324825,7440769
Serbia,SRB,2006,YR2006,..,15713.2225374251,7411569
Serbia,SRB,2007,YR2007,..,17012.7333146121,7381579
Serbia,SRB,2008,YR2008,..,17967.0664646274,7350222
Serbia,SRB,2009,YR2009,..,17472.3545176357,7320807
Serbia,SRB,2010,YR2010,..,17825.3444650681,7291436
Serbia,SRB,2011,YR2011,..,17970.3663550592,7236519
Serbia,SRB,2012,YR2012,..,17977.5905316175,7201497
Serbia,SRB,2013,YR2013,..,18146.8278088908,7166553
Serbia,SRB,2014,YR2014,..,17906.2759654574,7131787
Serbia,SRB,2015,YR2015,..,18231.3559069113,7095383
Serbia,SRB,2016,YR2016,..,18872.3499153973,7058322
Serbia,SRB,2017,YR2017,..,19421.4626558157,7020858
Serbia,SRB,2018,YR2018,..,20435.7813425912,6982604
Serbia,SRB,2019,YR2019,..,21521.7017523971,6945235
Serbia,SRB,2020,YR2020,..,21459.7101552189,6899126
Serbia,SRB,2021,YR2021,..,23385.1999933237,6834326
Serbia,SRB,2022,YR2022,..,24612.2338992621,6664449
Serbia,SRB,2023,YR2023,..,25718.4299758377,6623183
Seychelles,SYC,1992,YR1992,0.3179,16744.5080816034,70763
Seychelles,SYC,1993,YR1993,0.3193,17596.8977617171,72253
Seychelles,SYC,1994,YR1994,0.3181,16716.5207188923,74205
Seychelles,SYC,1995,YR1995,0.3385,16552.4547815231,75304
Seychelles,SYC,1996,YR1996,0.3512,17942.1733036627,76417
Seychelles,SYC,1997,YR1997,0.3728,19895.1422188431,77319
Seychelles,SYC,1998,YR1998,0.3799,19991.2293154949,78846
Seychelles,SYC,1999,YR1999,0.3912,19969.3513746174,80410
Seychelles,SYC,2000,YR2000,0.7609,20633.6746950761,81131
Seychelles,SYC,2001,YR2001,0.8329,20147.4187656167,81202
Seychelles,SYC,2002,YR2002,0.7541,19777.7525249721,83723
Seychelles,SYC,2003,YR2003,0.7588,18825.2206936189,82781
Seychelles,SYC,2004,YR2004,1.0609,18356.4711447212,82475
Seychelles,SYC,2005,YR2005,0.9653,19917.1194534221,82858
Seychelles,SYC,2006,YR2006,1.0599,21341.8597526003,84600
Seychelles,SYC,2007,YR2007,0.8656,23117.8555224771,85033
Seychelles,SYC,2008,YR2008,0.9251,21990.3685269705,86956
Seychelles,SYC,2009,YR2009,1.0225,21361.1307875284,87298
Seychelles,SYC,2010,YR2010,0.9208,21708.7554506566,89770
Seychelles,SYC,2011,YR2011,0.7885,24406.4129764105,87441
Seychelles,SYC,2012,YR2012,0.8989,24919.955210328,88303
Seychelles,SYC,2013,YR2013,0.8128,24770.6514591794,89949
Seychelles,SYC,2014,YR2014,0.9287,25379.4180707013,91359
Seychelles,SYC,2015,YR2015,0.9783,27032.2083880002,93419
Seychelles,SYC,2016,YR2016,1.0895,29905.1347389952,94677
Seychelles,SYC,2017,YR2017,1.1285,31595.6680570505,95843
Seychelles,SYC,2018,YR2018,1.0047,32841.4242467381,96762
Seychelles,SYC,2019,YR2019,1.0696,34346.0708923483,97625
Seychelles,SYC,2020,YR2020,1.1251,30056.1994300968,98462
Seychelles,SYC,2021,YR2021,1.1446,29979.8272686091,99258
Seychelles,SYC,2022,YR2022,1.2025,28540.7623221189,119878
Seychelles,SYC,2023,YR2023,1.2373,29468.9512755913,119773
Sierra Leone,SLE,1992,YR1992,0.5173,2036.24239182623,4166366
Sierra Leone,SLE,1993,YR1993,0.5047,2068.81771851781,4157130
Sierra Leone,SLE,1994,YR1994,0.5213,2020.76448547931,4173105
Sierra Leone,SLE,1995,YR1995,0.5649,1856.40631183351,4179179
Sierra Leone,SLE,1996,YR1996,0.6381,1879.95363344701,4199210
Sierra Leone,SLE,1997,YR1997,0.622,1746.7937509862,4253716
Sierra Leone,SLE,1998,YR1998,0.6542,1760.56238494251,4295785
Sierra Leone,SLE,1999,YR1999,0.6723,1716.82034391612,4318043
Sierra Leone,SLE,2000,YR2000,0.4346,1787.3387028827,4423611
Sierra Leone,SLE,2001,YR2001,0.5462,1577.9323268475,4692716
Sierra Leone,SLE,2002,YR2002,0.5768,1884.5352112482,4971435
Sierra Leone,SLE,2003,YR2003,0.6124,1981.06818287026,5177687
Sierra Leone,SLE,2004,YR2004,0.6122,2039.2991175042,5355717
Sierra Leone,SLE,2005,YR2005,0.568,2071.60866516476,5501712
Sierra Leone,SLE,2006,YR2006,0.7175,2113.18856511777,5624466
Sierra Leone,SLE,2007,YR2007,0.666,2232.18485742154,5749352
Sierra Leone,SLE,2008,YR2008,0.6491,2295.48367838943,5894722
Sierra Leone,SLE,2009,YR2009,0.6542,2306.19721946458,6055646
Sierra Leone,SLE,2010,YR2010,0.713,2393.24415417416,6222714
Sierra Leone,SLE,2011,YR2011,0.8752,2471.7184941981,6387251
Sierra Leone,SLE,2012,YR2012,0.9861,2776.25374268616,6551080
Sierra Leone,SLE,2013,YR2013,1.1359,3279.86750707557,6714051
Sierra Leone,SLE,2014,YR2014,1.2099,3348.44543325415,6876385
Sierra Leone,SLE,2015,YR2015,1.0144,2601.30528783264,7037655
Sierra Leone,SLE,2016,YR2016,1.0495,2702.02692956984,7205328
Sierra Leone,SLE,2017,YR2017,1.0253,2737.36270555146,7379299
Sierra Leone,SLE,2018,YR2018,1.0191,2766.7170000408,7554563
Sierra Leone,SLE,2019,YR2019,0.9988,2851.97923261248,7731991
Sierra Leone,SLE,2020,YR2020,1.0404,2751.96665549303,7912558
Sierra Leone,SLE,2021,YR2021,1.0621,2848.70597712579,8094602
Sierra Leone,SLE,2022,YR2022,1.1029,2934.03013453843,8276807
Sierra Leone,SLE,2023,YR2023,1.0749,3034.21894320278,8460512
Singapore,SGP,1992,YR1992,34.1976,48686.6462374074,3230698
Singapore,SGP,1993,YR1993,39.4727,52910.3612383634,3313471
Singapore,SGP,1994,YR1994,41.6482,56966.0242770003,3419048
Singapore,SGP,1995,YR1995,41.3437,59226.7595457818,3524506
Singapore,SGP,1996,YR1996,42.5209,61116.676641331,3670704
Singapore,SGP,1997,YR1997,42.1942,64013.5623444364,3796038
Singapore,SGP,1998,YR1998,41.0694,60519.7106418286,3927213
Singapore,SGP,1999,YR1999,41.4082,63471.1914729083,3958723
Singapore,SGP,2000,YR2000,45.5193,68019.5295652496,4027887
Singapore,SGP,2001,YR2001,45.9066,65500.313408,4138012
Singapore,SGP,2002,YR2002,45.2172,67451.7181466549,4175950
Singapore,SGP,2003,YR2003,42.4426,71567.1333309928,4114826
Singapore,SGP,2004,YR2004,44.523,77702.0149214372,4166664
Singapore,SGP,2005,YR2005,41.7315,81487.7295599192,4265762
Singapore,SGP,2006,YR2006,41.9694,86090.4362678176,4401365
Singapore,SGP,2007,YR2007,43.3583,90027.3400989592,4588599
Singapore,SGP,2008,YR2008,42.92,86952.4628748601,4839396
Singapore,SGP,2009,YR2009,43.7624,84477.1245525634,4987573
Singapore,SGP,2010,YR2010,48.8907,95043.9638819189,5076732
Singapore,SGP,2011,YR2011,51.3439,98867.9452829021,5183688
Singapore,SGP,2012,YR2012,50.1614,100750.847964939,5312437
Singapore,SGP,2013,YR2013,52.6352,103908.358532594,5399162
Singapore,SGP,2014,YR2014,53.8747,106604.492771282,5469724
Singapore,SGP,2015,YR2015,55.1877,108483.21006419,5535002
Singapore,SGP,2016,YR2016,52.9839,110927.693046369,5607283
Singapore,SGP,2017,YR2017,56.8976,115831.111509588,5612253
Singapore,SGP,2018,YR2018,54.2252,119343.145527918,5638676
Singapore,SGP,2019,YR2019,55.9024,119572.277084107,5703569
Singapore,SGP,2020,YR2020,53.8793,115304.149458638,5685807
Singapore,SGP,2021,YR2021,55.6895,131864.092335522,5453566
Singapore,SGP,2022,YR2022,55.7572,132468.930252646,5637022
Singapore,SGP,2023,YR2023,57.0683,127543.55475211,5917648
Sint Maarten (Dutch part),SXM,1992,YR1992,..,..,31567
Sint Maarten (Dutch part),SXM,1993,YR1993,..,..,32026
Sint Maarten (Dutch part),SXM,1994,YR1994,..,..,31917
Sint Maarten (Dutch part),SXM,1995,YR1995,..,..,31772
Sint Maarten (Dutch part),SXM,1996,YR1996,..,..,31598
Sint Maarten (Dutch part),SXM,1997,YR1997,..,..,31404
Sint Maarten (Dutch part),SXM,1998,YR1998,..,..,31193
Sint Maarten (Dutch part),SXM,1999,YR1999,..,..,30977
Sint Maarten (Dutch part),SXM,2000,YR2000,..,..,30773
Sint Maarten (Dutch part),SXM,2001,YR2001,..,..,30726
Sint Maarten (Dutch part),SXM,2002,YR2002,..,..,30960
Sint Maarten (Dutch part),SXM,2003,YR2003,..,..,31327
Sint Maarten (Dutch part),SXM,2004,YR2004,..,..,31690
Sint Maarten (Dutch part),SXM,2005,YR2005,..,..,32057
Sint Maarten (Dutch part),SXM,2006,YR2006,..,..,32428
Sint Maarten (Dutch part),SXM,2007,YR2007,..,..,32791
Sint Maarten (Dutch part),SXM,2008,YR2008,..,..,33145
Sint Maarten (Dutch part),SXM,2009,YR2009,..,50980.9400838983,33491
Sint Maarten (Dutch part),SXM,2010,YR2010,..,52140.59965779,33794
Sint Maarten (Dutch part),SXM,2011,YR2011,..,53786.2462000327,34267
Sint Maarten (Dutch part),SXM,2012,YR2012,..,53357.003462797,35023
Sint Maarten (Dutch part),SXM,2013,YR2013,..,52801.4031054792,35854
Sint Maarten (Dutch part),SXM,2014,YR2014,..,52439.4736756048,36672
Sint Maarten (Dutch part),SXM,2015,YR2015,..,51375.6032503737,37471
Sint Maarten (Dutch part),SXM,2016,YR2016,..,50817.6814942681,38249
Sint Maarten (Dutch part),SXM,2017,YR2017,..,46088.3583839152,38996
Sint Maarten (Dutch part),SXM,2018,YR2018,..,42154.1020267504,39712
Sint Maarten (Dutch part),SXM,2019,YR2019,..,45996.7912346922,40385
Sint Maarten (Dutch part),SXM,2020,YR2020,..,39265.7616790568,41008
Sint Maarten (Dutch part),SXM,2021,YR2021,..,40507.0672411717,41571
Sint Maarten (Dutch part),SXM,2022,YR2022,..,43877.2491431337,42139
Sint Maarten (Dutch part),SXM,2023,YR2023,..,44894.6934642898,42749
Slovak Republic,SVK,1992,YR1992,49.1936,13933.5508656653,5305016
Slovak Republic,SVK,1993,YR1993,48.1643,14144.3778404904,5325305
Slovak Republic,SVK,1994,YR1994,45.3933,14963.0328292745,5346331
Slovak Republic,SVK,1995,YR1995,45.7538,15791.1195097182,5361999
Slovak Republic,SVK,1996,YR1996,45.9801,16722.0357957431,5373361
Slovak Republic,SVK,1997,YR1997,45.5563,17606.8424409539,5383291
Slovak Republic,SVK,1998,YR1998,44.6606,18255.9973220849,5390516
Slovak Republic,SVK,1999,YR1999,43.8827,18151.0655039296,5396020
Slovak Republic,SVK,2000,YR2000,41.6816,18319.1013359038,5388720
Slovak Republic,SVK,2001,YR2001,41.9689,18889.5026768752,5378867
Slovak Republic,SVK,2002,YR2002,41.9071,19731.0714178207,5376912
Slovak Republic,SVK,2003,YR2003,42.3714,20702.9725334252,5373374
Slovak Republic,SVK,2004,YR2004,41.8051,21823.2021552962,5372280
Slovak Republic,SVK,2005,YR2005,42.2201,23236.1426026349,5372807
Slovak Republic,SVK,2006,YR2006,42.2184,25308.9644424103,5373054
Slovak Republic,SVK,2007,YR2007,41.329,28038.8654622471,5374622
Slovak Republic,SVK,2008,YR2008,41.1429,29517.3719438672,5379233
Slovak Republic,SVK,2009,YR2009,37.2168,27855.1968925468,5386406
Slovak Republic,SVK,2010,YR2010,39.8966,29719.0184772184,5391428
Slovak Republic,SVK,2011,YR2011,37.8845,30441.2706930056,5398384
Slovak Republic,SVK,2012,YR2012,36.0976,30866.3720266112,5407579
Slovak Republic,SVK,2013,YR2013,36.3709,31050.0787861177,5413393
Slovak Republic,SVK,2014,YR2014,33.9838,31859.9659425388,5418649
Slovak Republic,SVK,2015,YR2015,34.5116,33477.4879139076,5423801
Slovak Republic,SVK,2016,YR2016,35.4469,34085.5965087075,5430798
Slovak Republic,SVK,2017,YR2017,37.7189,35011.0941056905,5439232
Slovak Republic,SVK,2018,YR2018,37.2103,36382.8587475082,5446771
Slovak Republic,SVK,2019,YR2019,34.7803,37160.5732017056,5454147
Slovak Republic,SVK,2020,YR2020,32.6172,36168.74687375,5458827
Slovak Republic,SVK,2021,YR2021,36.6184,38321.4194251567,5447247
Slovak Republic,SVK,2022,YR2022,35.5536,38603.5508050495,5431752
Slovak Republic,SVK,2023,YR2023,34.8616,39171.7826208886,5426740
Slovenia,SVN,1992,YR1992,13.2798,21831.7473595212,1996498
Slovenia,SVN,1993,YR1993,13.9803,22506.0837334156,1991746
Slovenia,SVN,1994,YR1994,14.0777,23732.5333978321,1989443
Slovenia,SVN,1995,YR1995,14.9776,24701.9394433888,1989872
Slovenia,SVN,1996,YR1996,15.7312,25437.5625140108,1988628
Slovenia,SVN,1997,YR1997,16.2302,26789.0201763796,1985956
Slovenia,SVN,1998,YR1998,16.0428,27670.0757132044,1981629
Slovenia,SVN,1999,YR1999,15.4373,29106.9395169053,1983045
Slovenia,SVN,2000,YR2000,15.0374,30036.0150446555,1988925
Slovenia,SVN,2001,YR2001,16.8958,30837.0335831,1992060
Slovenia,SVN,2002,YR2002,17.2059,31809.8432086569,1994530
Slovenia,SVN,2003,YR2003,17.054,32806.3904333966,1995733
Slovenia,SVN,2004,YR2004,17.3987,34275.8091102627,1997012
Slovenia,SVN,2005,YR2005,17.6361,35535.238716228,2000474
Slovenia,SVN,2006,YR2006,17.9447,37515.0321608936,2006868
Slovenia,SVN,2007,YR2007,17.9222,39969.1803578367,2018122
Slovenia,SVN,2008,YR2008,18.8881,41251.7487882906,2021316
Slovenia,SVN,2009,YR2009,16.8902,37777.4893923092,2039669
Slovenia,SVN,2010,YR2010,17.1627,38031.417637407,2048583
Slovenia,SVN,2011,YR2011,16.0823,38201.2517532312,2052843
Slovenia,SVN,2012,YR2012,15.5193,37009.6685298208,2057159
Slovenia,SVN,2013,YR2013,15.5139,36655.0070682011,2059953
Slovenia,SVN,2014,YR2014,14.1302,37630.6944847754,2061980
Slovenia,SVN,2015,YR2015,14.2991,38502.3521084313,2063531
Slovenia,SVN,2016,YR2016,15.0252,39641.6456537094,2065042
Slovenia,SVN,2017,YR2017,15.3482,41665.7069447047,2066388
Slovenia,SVN,2018,YR2018,15.3433,43332.8788550071,2073894
Slovenia,SVN,2019,YR2019,14.7136,44540.5851554924,2088385
Slovenia,SVN,2020,YR2020,13.4213,42435.9325350347,2102419
Slovenia,SVN,2021,YR2021,13.7608,45872.6633903051,2108079
Slovenia,SVN,2022,YR2022,13.1319,47021.7205328765,2112076
Slovenia,SVN,2023,YR2023,12.0765,47825.2300822798,2120461
Solomon Islands,SLB,1992,YR1992,0.182,2644.52361296157,352205
Solomon Islands,SLB,1993,YR1993,0.1845,2669.69926698848,362839
Solomon Islands,SLB,1994,YR1994,0.1896,2802.25697788722,373675
Solomon Islands,SLB,1995,YR1995,0.1721,2996.29778352886,384733
Solomon Islands,SLB,1996,YR1996,0.174,2957.84500355274,396009
Solomon Islands,SLB,1997,YR1997,0.1793,2848.34456198279,407474
Solomon Islands,SLB,1998,YR1998,0.1845,2805.29071101445,419071
Solomon Islands,SLB,1999,YR1999,0.1845,2717.55088380982,430500
Solomon Islands,SLB,2000,YR2000,0.2358,2276.84179778836,440469
Solomon Islands,SLB,2001,YR2001,0.2589,2055.29231153506,449125
Solomon Islands,SLB,2002,YR2002,0.2713,1960.44099133087,457671
Solomon Islands,SLB,2003,YR2003,0.278,2050.3266012691,466154
Solomon Islands,SLB,2004,YR2004,0.2865,2168.51793320336,474611
Solomon Islands,SLB,2005,YR2005,0.2989,2287.25998868002,483080
Solomon Islands,SLB,2006,YR2006,0.2998,2340.66045893644,491594
Solomon Islands,SLB,2007,YR2007,0.3237,2384.32548495971,500156
Solomon Islands,SLB,2008,YR2008,0.3283,2489.79253583095,508790
Solomon Islands,SLB,2009,YR2009,0.3278,2514.88602805666,518141
Solomon Islands,SLB,2010,YR2010,0.3584,2682.28528592798,532968
Solomon Islands,SLB,2011,YR2011,0.3728,2777.47103286754,552945
Solomon Islands,SLB,2012,YR2012,0.3718,2743.45333105274,573606
Solomon Islands,SLB,2013,YR2013,0.393,2783.59441819774,594945
Solomon Islands,SLB,2014,YR2014,0.3744,2716.41807238511,616908
Solomon Islands,SLB,2015,YR2015,0.3336,2664.73035967893,639415
Solomon Islands,SLB,2016,YR2016,0.3236,2715.23385749199,662379
Solomon Islands,SLB,2017,YR2017,0.3331,2703.66071353382,685672
Solomon Islands,SLB,2018,YR2018,0.3544,2686.12000729116,709101
Solomon Islands,SLB,2019,YR2019,0.3603,2661.59973429284,728147
Solomon Islands,SLB,2020,YR2020,0.3659,2515.12832787193,744498
Solomon Islands,SLB,2021,YR2021,0.3837,2518.42162363735,762591
Solomon Islands,SLB,2022,YR2022,0.405,2517.92542109908,781066
Solomon Islands,SLB,2023,YR2023,0.4188,2534.02756338361,800005
Somalia,SOM,1992,YR1992,0.3762,803.498728455104,6495107
Somalia,SOM,1993,YR1993,0.3861,812.265794820957,6681399
Somalia,SOM,1994,YR1994,0.3847,634.500032265126,7026797
Somalia,SOM,1995,YR1995,0.395,636.433675520454,7285007
Somalia,SOM,1996,YR1996,0.4096,663.113161342552,7554474
Somalia,SOM,1997,YR1997,0.4101,647.784694245026,7824525
Somalia,SOM,1998,YR1998,0.4183,662.437129586378,8155417
Somalia,SOM,1999,YR1999,0.4307,682.734111804281,8492059
Somalia,SOM,2000,YR2000,0.6305,702.597931085462,8838713
Somalia,SOM,2001,YR2001,0.6587,723.120228119011,9198493
Somalia,SOM,2002,YR2002,0.7343,749.644527353966,9550063
Somalia,SOM,2003,YR2003,0.7464,777.605494873937,9909157
Somalia,SOM,2004,YR2004,0.7418,802.771691374706,10280998
Somalia,SOM,2005,YR2005,0.7553,830.50920262352,10644228
Somalia,SOM,2006,YR2006,0.787,857.685859749121,10975502
Somalia,SOM,2007,YR2007,0.7881,887.051017862725,11322582
Somalia,SOM,2008,YR2008,0.7665,918.802354534854,11663084
Somalia,SOM,2009,YR2009,0.7777,955.877291460064,11961201
Somalia,SOM,2010,YR2010,0.7922,994.8685288662,12261756
Somalia,SOM,2011,YR2011,0.7955,1053.98390851654,12348830
Somalia,SOM,2012,YR2012,0.7889,1114.40422472579,12461160
Somalia,SOM,2013,YR2013,0.7927,1197.2919172676,12869594
Somalia,SOM,2014,YR2014,0.7754,1258.82249615451,13339491
Somalia,SOM,2015,YR2015,0.8157,1343.44297216907,13806963
Somalia,SOM,2016,YR2016,0.8301,1383.65854211967,14348740
Somalia,SOM,2017,YR2017,0.8198,1527.11216333352,14916629
Somalia,SOM,2018,YR2018,0.8268,1504.43908951394,15452487
Somalia,SOM,2019,YR2019,0.8745,1491.1076062356,16030971
Somalia,SOM,2020,YR2020,0.9105,1396.05343554136,16651191
Somalia,SOM,2021,YR2021,0.9266,1392.4642619251,17271431
Somalia,SOM,2022,YR2022,0.8662,1387.8137441605,17801897
Somalia,SOM,2023,YR2023,0.8682,1402.46992062464,18358615
South Africa,ZAF,1992,YR1992,299.6453,10065.9160903267,42443509
South Africa,ZAF,1993,YR1993,301.7976,9989.17721746123,43297156
South Africa,ZAF,1994,YR1994,308.5728,10143.206282627,44004139
South Africa,ZAF,1995,YR1995,325.1993,10331.4692164305,44541554
South Africa,ZAF,1996,YR1996,336.3682,10636.8643345739,45123018
South Africa,ZAF,1997,YR1997,351.2254,10783.4611579896,45666838
South Africa,ZAF,1998,YR1998,357.264,10706.777679671,46223880
South Africa,ZAF,1999,YR1999,340.7726,10844.9172897836,46730335
South Africa,ZAF,2000,YR2000,347.2973,11197.5148952493,47159719
South Africa,ZAF,2001,YR2001,357.4031,11401.4310542259,47566800
South Africa,ZAF,2002,YR2002,370.7863,11711.8839542087,48019415
South Africa,ZAF,2003,YR2003,393.5908,11937.7154170418,48500348
South Africa,ZAF,2004,YR2004,425.7612,12356.3163369664,48991421
South Africa,ZAF,2005,YR2005,436.2792,12877.3063105512,49490033
South Africa,ZAF,2006,YR2006,440.6038,13460.6894225103,49998277
South Africa,ZAF,2007,YR2007,459.9637,14033.4008432554,50528584
South Africa,ZAF,2008,YR2008,487.9087,14315.1896495205,51114599
South Africa,ZAF,2009,YR2009,456.9359,13927.7288929376,51728516
South Africa,ZAF,2010,YR2010,464.3343,14182.3342847818,52344051
South Africa,ZAF,2011,YR2011,444.6378,14451.929184196,52995205
South Africa,ZAF,2012,YR2012,460.8901,14581.5889567472,53782567
South Africa,ZAF,2013,YR2013,472.7454,14699.0668127928,54678791
South Africa,ZAF,2014,YR2014,484.0482,14661.2624348251,55594838
South Africa,ZAF,2015,YR2015,460.0515,14559.4743780889,56723537
South Africa,ZAF,2016,YR2016,460.4962,14519.030855302,57259551
South Africa,ZAF,2017,YR2017,469.8115,14591.4366758593,57635162
South Africa,ZAF,2018,YR2018,473.6998,14571.3756333595,58613001
South Africa,ZAF,2019,YR2019,478.5884,14370.2380390151,59587885
South Africa,ZAF,2020,YR2020,418.7732,13266.785814741,60562381
South Africa,ZAF,2021,YR2021,428.5332,13711.2935730474,61502603
South Africa,ZAF,2022,YR2022,409.4074,13777.1927520564,62378410
South Africa,ZAF,2023,YR2023,397.373,13690.3894584515,63212384
South Sudan,SSD,1992,YR1992,..,..,4909749
South Sudan,SSD,1993,YR1993,..,..,4956002
South Sudan,SSD,1994,YR1994,..,..,5071184
South Sudan,SSD,1995,YR1995,..,..,5225836
South Sudan,SSD,1996,YR1996,..,..,5356925
South Sudan,SSD,1997,YR1997,..,..,5509136
South Sudan,SSD,1998,YR1998,..,..,5620068
South Sudan,SSD,1999,YR1999,..,..,5771628
South Sudan,SSD,2000,YR2000,..,..,6032267
South Sudan,SSD,2001,YR2001,..,..,6308391
South Sudan,SSD,2002,YR2002,..,..,6596806
South Sudan,SSD,2003,YR2003,..,..,6903127
South Sudan,SSD,2004,YR2004,..,..,7233041
South Sudan,SSD,2005,YR2005,..,..,7590143
South Sudan,SSD,2006,YR2006,..,..,7976526
South Sudan,SSD,2007,YR2007,..,..,8388788
South Sudan,SSD,2008,YR2008,..,..,8817647
South Sudan,SSD,2009,YR2009,..,..,9243556
South Sudan,SSD,2010,YR2010,..,..,9745953
South Sudan,SSD,2011,YR2011,..,..,10288109
South Sudan,SSD,2012,YR2012,..,..,10756240
South Sudan,SSD,2013,YR2013,..,..,11166275
South Sudan,SSD,2014,YR2014,..,..,11235073
